"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"MH1,MH2";"MountingHole_3.2mm_M3_Pad";2;"MountingHole_Pad";;;
2;"U1";"MSOP-8_3x3mm_P0.65mm";1;"MCP9808";;;
3;"JP3,JP2,JP1";"SolderJumper-3_P1.3mm_Bridged12_Pad1.0x1.5mm";3;"SolderJumper_3_Bridged12";;;
4;"J1";"PinHeader_1x05_P2.54mm_Vertical";1;"Conn_01x05";;;
5;"C2,C1";"C_0805_2012Metric_Pad1.15x1.40mm_HandSolder";2;"100n";;;
